UniProtAccFull	UniProtAcc	UniProtName	Gene	EntrezGene	R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
B2RYW8	B2RYW8	MIC10_RAT	Minos1	362641	-0.520702346545852	-0.255396542495357	-0.257137693734906	0.0616920530013784	0.0267231317723629	0.407045706226222	0.106068493759711	0.334855266143356	0.260118845835694	-0.740934737550607	-0.381821683186578	-0.0308592271459365	0.449882705334001	0.639710073319206	-0.0524570670283175	0.211984872853403	0.326956778214513	0.222718468293494
B2RYW9	B2RYW9	FAHD2_RAT	Fahd2	296131	0.0530881953311903	-0.00831062029243762	-0.00364024311513972	0.0820796646593526	0.0676619042793168	0.0144950406450489	0.014482474362273	0.0784000010045041	-0.124850355937993	-0.112701258775984	0.0783385876143103	-0.046957275693351	0.198627493357511	0.0632009821330263	0.00236494007939891	-0.0265003930048852	0.0200899244335563	-0.0336310350085156
B2RZ37	B2RZ37	REEP5_RAT	Reep5	364838	0.371535611164092	0.173485050692952	0.0310567833149084	0.263316288384302	0.108558399884023	0.0341424499846904	-0.0187706228879688	-0.0883572867295845	0.15353164939549	-0.362563323157597	-0.202414985512226	0.182988381169984	-0.0475599105744312	0.238626633045938	-0.123683900908207	-0.00591058991405224	0.166566643159167	0.044550189889007
B2RZ78	B2RZ78	VPS29_RAT	Vps29	288666	-0.0749467946320926	0.0471405064515402	0.164250581105276	0.0073344374212993	0.0238666642792032	0.0986641135351367	0.0864688010948492	0.0627183949798212	0.0453145114387267	0.207091527987616	-0.0823751069525784	0.0291974624057104	-0.0863108177011788	0.11289658769211	0.140336104532221	0.0100573866484051	-0.00198242674409599	0.0506368528289782
B2RZD7	B2RZD7	LYRM9_RAT	Lyrm9	497962	-0.0886213429363394	0.0794043862964845	0.0236470567760786	-0.185721562643391	-0.0287865227890425	0.371674593077986	0.284505600581051	0.149400406724522	0.25517279252725	-0.254654813362323	-0.177315878504494	-0.0214373056581643	0.0307231327847062	0.362127509541867	0.341142366219744	0.384339469569634	0.0650456695802918	0.297389915850551
B3DMA2	B3DMA2	ACD11_RAT	Acad11	315973	0.0511720406574278	0.059819924882871	0.00446948097829847	0.0526405145007861	-0.0446040491129308					-0.0997964389051637	-0.124041938536885	0.242902100973288	0.032237382128488					
B3GNI6-2	B3GNI6	SEP11_RAT	Sept11	305227	-0.133875489817384	0.00265043902485887	0.0273642430569397	-0.0426651769120807	-0.0847727613565866	-0.104284973027687	0.13032590021846	-0.0748343637651873	0.000425435801653509	0.255530306975606	0.00801827315667414	0.0245276850067047	-0.00782050553957625	-0.0663003632691002	-0.0314795146139997	-0.0618562050119252	-0.00438083100621411	0.010378453695752
B4F777	B4F777	HMGN5_RAT	Hmgn5	681284	-0.136814680360033	-0.0184910392154821	0.140477439112724	-0.0211309349053804	-0.00883504753397901	-0.0170752129791484	0.193088821021601	-0.0813667250831019	-0.0815693609417639	0.284452211281738	-0.0897890745079915	-0.0980722680516675	-0.147930238392422	-0.0682851333108299	-0.100027807143382	-0.23004835394064	-0.0798166723160331	-0.103295742510017
B4F795	B4F795	CTL2_RAT	Slc44a2	363024	0.162590306306597	-0.174640557898134	-0.175548551684182	0.340360450003763	0.132019279610284	0.0313127558242919	-0.0184183236787377	0.0157885339173024	0.0372353003126636	-0.707188478239736	-0.137274815921019	-0.130010147600827	-0.442199952068282	0.27463700334678	-0.447966886874362	0.158976190390576	0.20377668644569	0.0647009849397039
B4F7A1	B4F7A1	LYRM7_RAT	Lyrm7	686506						0.248413838798083	0.0115252279135584	0.0761504272640832	0.211683498610173					-0.057145533408354	0.124892328327835	0.241112178106912	0.0871800411980358	0.184127029040521
B4F7E8	B4F7E8	NIBL1_RAT	Fam129b	362115	-0.130342365750881	-0.057176573847749	0.0117979219186962	0.104568457578752	-0.162884773651421	-0.467455341344295	-0.0996231229677171	-0.0147062134134431	-0.1549984279551	0.806726903926452	-0.234593057079078	-0.149818853491508	-0.113188176742739	0.118088996772453	0.00867020875455621	-0.491332025421602	-0.408833196762264	-0.353730746376641
B5DEH0	B5DEH0	LIMD1_RAT	Limd1	316101	-0.295234052783507	-0.257485550256703	-0.17772573866885	-0.299278874949635	-0.258703001366829	-0.466669811244937	-0.319712866912292	-0.63564558475965	0.101093596620237	-0.0896041443268876	-0.00151945501158146	-0.202075471790878	0.113689474844767	0.295548974935936	0.0621429358726408	0.0245417075412581	-0.229213886407193	-0.145139921825447
B5DEH2	B5DEH2	ERLN2_RAT	Erlin2	290823	-0.347939314647295	-0.0018297836615668	0.00430655214108827	-0.275005289153933	-0.0801048149500854	0.118771499163118	0.0185634369114734	-0.0105395060505016	0.0410641300025358	-0.474920015094374	0.243622648747628	0.230553193567773	0.283089867697848	0.033232037841555	0.111717927025899	0.0660159307654422	-0.0482861536631777	0.0655971252155952
B5DEN9	B5DEN9	VPS28_RAT	Vps28		-0.104745786094206	0.0880294665608961	0.115801101140109	0.0109362659665219	0.0551061260535762	-0.00582215356826832	-0.404377146582643	-0.184806978275657	-0.10245088076642	0.240673531169896	0.0751880314045714	-0.017696829469423	-0.0380018116432433	-0.399080551867542	-0.110103123621445	-0.0117591019603369	-0.124081587184226	-0.0586012647146618
B5DEQ3	B5DEQ3	XPP3_RAT	Xpnpep3	685823	0.0811718921744838	0.186243987696118	0.127658910668818	-0.0898769553741425	0.283857654948712	0.195636974439493	0.00871518692709583	0.162461335800349	-0.0505215938981287	-0.158178614873675	0.0881383323941383	0.0701197797870189	0.17899889541514	-0.179137352471939	-0.000221992237533775	0.151988155335587	-0.175144231652932	-0.0603928497248956
B5DF07	B5DF07	MRRP3_RAT	Mrpp3	299050	-0.385350705684615	-0.050192176745606	0.0285148655116034	0.0809721776033862	0.182604368295529	0.227286459002798	-0.0226368085437119	0.066717039386515	-0.0510020362722293	-0.509103663253679	-0.203784425964975	-0.113789150993039	0.0762834064190597	0.251047013003615	0.00161385447722884	0.0026366212854646	0.061507523948475	-0.0170236516902075
B5DF11	B5DF11	ZFAN5_RAT	Zfand5	293960	-0.0304178001704639	-0.0788042363993701	0.0258763946768305	-0.199672004431938	0.108312701269387	-0.489460215664147	-0.0641052093959599	-0.0729267250111128	0.0688859033051223	0.229478844870252	-0.178985679933711	0.0907667254869177	-0.143407682008377	0.00711290017189131	-0.101940917114473	0.0883871733191313	-0.0189373534186668	-0.0499637912603803
B5DF51	B5DF51	MMGT1_RAT	Mmgt1	302864	0.283803374122044	0.0494944364715271	-0.08160690858188	0.0227940583374845	-0.0909580749217146	0.023222334633806	-0.477670855238322	-0.341502540902225	-0.0639164806458538	-0.334321498884345	0.0438706192566758	0.142956913425729	0.156835344388532	-0.429531323201713	-0.359897026234469	-0.356054351040841	-0.119185637564928	-0.133716512207789
B5DF89	B5DF89	CUL3_RAT	Cul3	301555	-0.0338419671010147	0.0423094226440391	0.080204397912766	0.020236669233116	-0.000291489989256821	0.0439087335905899	-0.0483110210196078	0.0550442846126833	0.0828516900827057	0.113108886133189	0.00786675269342796	0.0565716135096014	-0.000365529480031324	0.0914212960265565	0.0777098945195142	0.0390576095373953	0.137573107176756	0.0700103858322981
B5DF91	B5DF91	ELAV1_RAT	Elavl1	363854	-0.071711106314378	0.0178523628329732	0.0313518794653603	-0.13919366234113	-0.0955367551892396	-0.00938606939633746	0.0128456847829522	0.086534249307025	0.012437131157676	0.193638067636592	-0.0401401158655035	0.0740223376750067	0.0527013905132272	-0.0139190383114526	0.108462113665162	-0.0529948512164647	-0.00129900063130317	-0.0176434687928604
B5DFC8	B5DFC8	EIF3C_RAT	Eif3c	293484	-0.0630364445042715	-0.0130504071524399	0.0324591927704723	0.047800176891143	0.0916579835477246	0.0803464091661812	0.120067438237074	0.265222014385636	-0.10965826521497	-0.123073077408088	-0.0580524462109995	-0.00467224940801603	-0.0263610349924593	-0.0679759925024695	-0.092348253779006	0.05928704913268	-0.00723460374124729	-0.0735767615213017
B5DFC9	B5DFC9	NID2_RAT	Nid2	302248	0.071171900098235	-0.12224241333223	-0.0845550313028804	0.0468869872501482	0.0126487965272709	-0.0920612691352313	0.0859613681482977	-0.0303335496940646	0.0572083966788629	0.0150760170221151	-0.00615070588244515	0.155776650555682	0.00868820176641893	0.149223273869611	0.0945024815601871	-8.96739207416064e-05	0.128107113358009	0.145037989048532
B5DFN2	B5DFN2	SAHH2_RAT	Ahcyl1	362013	-0.362612036099042	-0.0238241868404673	0.0613242665700745	-0.249990462722427	-0.169038533323518	-0.00474503378204794	0.0724784719421691	-0.0413578124150295	-0.0981842269003269	-0.149419146825055	0.177736263325529	-0.0394737020139574	0.268957388905042	-0.0245860292209223	0.040162106321898	-0.187594883328369	0.0941569428617494	-0.0557114486350275
B5DFN3	B5DFN3	UQCC2_RAT	Uqcc2	361805	0.0393408510339901	-0.0244163882146791	0.0932573556587156	-0.0518609567497556	-0.0410296341253536	0.203932600516815	0.0116818861891939	0.188170058627989	0.126043432053577	-0.54159112036014	0.262925031462597	0.0415358587954846	0.444197263035695	0.0542649270623536	0.180491209457762	0.395428969871778	-0.0434272876336457	0.191901327752069
C9WPN6	C9WPN6	IF2H_RAT	Eif2s3y	100312984	-0.0161662089894956	-0.0345867845294739	0.0231053486791288	-0.00156171343368752	-0.0192138639929462	0.123680267468697	0.0590428232297391	0.0489174552191672	0.0254611403035768	0.0408292471113679	-0.0795470074260014	-0.0372550729237984	0.0183538224186531	0.00990145537091064	0.074641288189181	0.100608260522252	0.0397808641364648	-0.0114046583775085
D2XV59	D2XV59	GTPB1_RAT	Gtpbp1	300077	0.112689294234834	0.232026700658599	-0.0398127728929464	0.0187674318869447	0.0687363551131495	-0.0736375295166662	-0.0856067590124544	-0.214315654614133	-0.0593836432673708	-0.0329108709977404	0.0349907632190984	-0.111570780577565	-0.0497214158456506	-0.227000940501291	-0.0530804013426283	0.0236386753395877	-0.0763239601464809	-0.0729023788435825
D3Z8L7	D3Z8L7	RRAS_RAT	Rras	361568	0.210558118489601	-0.0564282706898583	-0.168055518911303	0.164850867323981	-0.152997801884721	-0.213845794963059	-0.216636016119212	-0.261505821686264	-0.138269356372174	-0.536451761777786	-0.069550913102604	-0.364373017099761	-0.470364640265528	0.508274532671868	-0.100207860613857	-0.24756802698715	0.179475895387856	-0.194364949589326
D3Z9R8	D3Z9R8	68MP_RAT	Mp68		0.417303533364625	0.0265081688458989	-0.0488814963430843	0.545943060908686	0.305246363555425					-0.71848159980778	0.0407133339741844	-0.20830415876793	0.287922949007547					
D3ZAF6	D3ZAF6	ATPK_RAT	Atp5j2	690441	0.304433406102249	-0.187846708821186	-0.254503707038964	0.0459363830282045	-0.0654828574459128	0.114808759348928	0.50254801014828	0.524570021689323	0.137443213847532	-0.610800033136342	0.151101226427864	-0.197328769922059	0.0646946048547864	0.750179652698361	0.0871819263576487	0.153204954011343	0.280499568567645	0.206139429362316
D3ZAR1	D3ZAR1	ARH_RAT	Ldlrap1		0.0281088952542206	-0.246056675129821	-0.0168590541333956	-0.161751846786491	-0.272548324735179	-0.0807923655516966	0.0908900476194945	-0.120875557767249	0.0247414333455507	0.0769971891197303	-0.270677216471749	0.0351691243279357	-0.116492554069201	-0.0688350406807983	0.09004784957436	0.045369377118544	0.00789448404065296	0.000172561545613903
D3ZAW2	D3ZAW2	PISD_RAT	Pisd		0.271713653690635	-0.24304379880694	-0.173251213210376	0.0150944354574945	-0.0924759970808575					-0.384990387691259	0.108046410774697	-0.125443671491168	0.0664059511239474					
D3ZBE5	D3ZBE5	NEK7_RAT	Nek7	360850	-0.0121818015488935	0.18119013598949	0.0233836076534549	-0.054687882976573	-0.00252943862906013	0.0159762893185799	-0.175353335922425	0.162839984076551	0.164177026990457	0.101744366722202	-0.0636397948145806	0.160515347936436	0.0638306044047964	-0.170329183058163	0.0294445124210593	0.0923072921336605	-0.0631360460989777	0.140360747488748
D3ZBN0	D3ZBN0	H15_RAT	Hist1h1b	680522	0.643957525350775	-0.451566978301971	-0.0679589129406054	1.01762332366165	0.261184489343366	0.0695466001305897	-0.39958264283413	-0.274981175628865	-0.0991286002866386	-0.55851386343444	-0.237162127430649	-0.0436693016844096	-0.785930721351874	0.951897413049351	-0.413985421596819	-0.0494589733513711	-0.332220317229696	-0.109084851036298
D3ZCL3	D3ZCL3	RU1C_RAT	Snrpc	361808						-0.0457536732961915	0.206351945949737	-0.0544639573017644	-0.075008513289335					-0.0832652940452945	0.0841222944426298	0.0069091211546829	0.0368456275028993	0.0555851836040838
D3ZD32	D3ZD32	CHD5_RAT	Chd5		-0.0114110407369766	-0.0463696117270875	-0.0217323766946165	-0.0386911839532534	-0.100482621383	0.0954099441622641	0.151986416191985	0.0736487441003434	0.091759216402926	0.0911073791890383	0.00851211001645213	0.093101964355771	0.0439552643616499	0.0581527731726396	0.0805573261485715	-0.141496911195115	-0.0497794550895482	0.0319581890849218
D3ZDK2	D3ZDK2	UB2D1_RAT	Ube2d1	361831	-0.441776743233893	0.163849231996565	0.153128188452931	-0.0276201035384782	0.247440438625805	0.0475663065288069	-0.226107766703776	-0.0569302764394115	-0.0159171768351881	0.260229624869541	0.102568253353292	0.320075235735788	0.0571350432945937	-0.324159097625683	0.125434464067611	0.417921929996716	-0.0534236461890878	0.2903010721467
D3ZDK7	D3ZDK7	PGP_RAT	Pgp	287115	-0.246080743158132	-0.0967729236020907	-0.049540372343213	-0.0962214704348986	-0.177586077128374	0.2209723955057	-0.337029349539939	0.0951805613909001	0.0404473393809132	-0.0418858591498487	-0.0356990577469642	-0.0166340367871016	0.0312088191880961	0.0466310298145196	0.31278957936111	0.855388072273549	0.218284520376579	0.303882209823799
D3ZGS3	D3ZGS3	OCRL_RAT	Ocrl		0.124700958453124	-0.0931566381422107	-0.0165290119759091	0.00497844181619156	0.0604915559767037	0.372246771731157	-0.129197949146497	0.131945340943065	0.254478443100366	0.0738521531967943	-0.111015056528879	-0.0340254023921972	-0.131435737014148	0.361842428558869	0.223925285273914	0.0743766217733633	0.266464687306585	0.131859383392044
D3ZHA0	D3ZHA0	FLNC_RAT	Flnc	362332	0.165338507802242	0.166611284957027	0.122141691499067	0.0560494595230564	0.355150028571832	0.0436539866291322	0.163058190074675	0.123464754454806	0.00196518140443575	-0.274407315159441	-0.169525024423978	-0.131816323338591	-0.0975987464011779	-0.025845748909829	0.11070404694763	0.175913304980002	-0.067336432149747	0.122202803070501
D3ZKD3	D3ZKD3	ALKB5_RAT	Alkbh5	303193	0.217835677833652	0.505980707915479	-0.140687966005097	0.40628994226411	-0.0910781407370583	0.0510508340972136	0.110019439767804	0.0187913371880856	0.121809015411028	0.0585482835125533	0.178943683053038	-0.223287522237732	-0.100509788906094	-0.487318876691767	0.291740554451735	0.168005017525054	0.138930104499872	0.398772913569672
D3ZKU7	D3ZKU7	BL1S1_RAT	Bloc1s1	288785	-0.0748054807837408	-0.15923845891401	0.0556503542719318	-0.0351601447102214	-0.0409579553537225	0.217790138329574	0.123354975522311	0.0290640021676745	0.0713552909408879	0.149827629919526	0.209233866727266	0.341230887168647	0.176833471633959	0.284489558973023	0.00612607368321416	0.125725007242085	0.385231407794718	-0.0853752960801776
D3ZKV9	D3ZKV9	MSS51_RAT	Mss51	289904	-0.134399543852021	0.164916715464569	0.191306996731415	0.0776903669166042	0.0901699057026835	-0.0202593471159569	-0.0295098179887527	0.161994140093824	0.175218184652694	0.236029576271462	-0.142638685073137	-0.0887213236647514	0.0517384626681615	-0.156640672315685	-0.204950905207918	-0.0287643724770936	-0.143807442912219	0.0013970591243862
D3ZN43	D3ZN43	NDUF6_RAT	Ndufaf6	297821	0.386907693074272	0.126000421932426	0.0488729202901577	0.180171899878946	0.140616711087893	-0.170309796901446	-0.185783378050481	-0.0233980865721749	-0.116529051852015	-0.158960960972888	0.0389818228988047	0.0689602454635241	0.568388018739484	0.100274913150993	-0.0848567357045098	0.158046440202012	-0.19516522531825	-0.182143782338425
D3ZR35	D3ZR35	SIM13_RAT	Smim13	690806	1.39663795661922	1.48029310913911		0.312106832427099	0.337519620771477													
D3ZS74	D3ZS74	OMA1_RAT	Oma1	298282	0.278364443281532	-0.10455629690141	-0.156041336978829	0.086828351161864	-0.11259166017153	-0.182411254956109	-0.0728090879221577	-0.0404417726523894	0.115707380205579	-0.741314191154705	0.1166406271285	-0.216997616520351	0.10918297863367	0.0299919311488052	-0.0144559438755712	-0.0604560459591113	0.0262541853080518	0.129532456094616
D3ZSC8	D3ZSC8	DJC17_RAT	Dnajc17	311329	-0.316133974279849	0.239276242128804	-0.0054772757846856	0.127064320569837	-0.547649155112646	-0.259653318156927	-0.025365372469036	-0.068237806809226	-0.128880774243374	0.21930278216344	-0.962321451389968	-0.314481358407762	-0.9075009404307	-0.196511202523813	-0.0611703897597926	0.334022498758032	0.0953215060585285	-0.0546303179375721
D3ZSI8	D3ZSI8	PI51A_RAT	Pip5k1a		0.0183404802329144	-0.00237532402313309	-0.0708261875728172	0.202343945815827	-0.0305005167396339	0.102248873551818	-0.258458872913906	0.0425416814747195	-0.0270881134141426	-0.2879085450807	-0.0398169537346741	-0.0139568158803715	0.0236869091727598	-0.0751771352235155	0.0126140438499353	0.334027835517974	0.00707803323774558	0.158367630560688
D3ZT37	D3ZT37	TCAL7_RAT	Tceal7	680319	0.505663800053674	0.22589329333838	0.0447116246273423	-7.72496851719762e-05	0.329158342977907	0.0613714451454385	0.199913309809174	0.398920701058026	0.10325158195551	-0.514760644673616	0.165600555034946	-0.419220989077617	-0.0346632254884608	0.148057778044948	-0.174890237845113	-0.311871021405988	-0.335496471564402	0.265851334844515
D3ZTE0	D3ZTE0	FA12_RAT	F12	306761	0.661363982550809	-0.10915235013399	-0.354845308469243	-0.105208135077309	-0.328590274578551	-0.365391888148082	0.01654471592164	-0.327592951276526	-0.178486589706975	0.778295410151052	0.718265455327355	0.018586678969154	-0.34595801406329	-0.395762725594824	-0.0686499244598321	-0.390169655832551	-0.301231154246019	-0.26491403452718
D3ZTX0	D3ZTX0	TMED7_RAT	Tmed7	252889	0.389239227942676	-0.01636565398038	-0.110287994962227	0.0744724731843739	-0.0582391167243649	0.0127972113679942	-0.150986259275014	0.180178975172065	0.0831551452637182	-0.0923938156250235	-0.193497432827753	-0.153896462999165	-0.362424281751349	-0.180500176180419	-0.114352922685044	0.0376547490637535	-0.292503449253776	-0.00536424719899625
D3ZUI5	D3ZUI5	COBL_RAT	Cobl	305497	0.010567444571952	0.017449512818611	-0.0404362042890374	0.163060686820421	0.15305120538257	-0.045225276556311	0.0103531121218852	0.0282311561463244	0.00374146730175627	-0.230607640517626	0.0957873964754049	0.0147335483490553	0.123439260254697	0.128728319810634	-0.0972819125778048	0.00126083163787299	0.0327760333689888	-0.0393112895905419
